sector,code,company_name,report_period,field,value,unit,source_type,source_title,source_url,publish_date,visible_date,pit_status,missing_reason,original_announcement_checked,review_status,notes,numeric_value,pit_usable,issue_count,issues
insurance,601318.XSHG,Ping An Insurance,2020-12-31,embedded_value,824574,CNY million,official_annual_report_or_company_disclosure_reviewed,Ping An Insurance 2020 Annual Report,https://pdf.dfcfw.com/pdf/H2_AN202102031458294620_1.pdf,2021-02-04,2021-02-04,pit_usable,not_missing,true,reviewed,Life and health insurance embedded value; source annual report summary table. Scope life_plus_health.,824574,true,0,
insurance,601318.XSHG,Ping An Insurance,2020-12-31,new_business_value,49575,CNY million,official_annual_report_or_company_disclosure_reviewed,Ping An Insurance 2020 Annual Report,https://pdf.dfcfw.com/pdf/H2_AN202102031458294620_1.pdf,2021-02-04,2021-02-04,pit_usable,not_missing,true,reviewed,Life and health insurance NBV; source annual report summary table. Scope life_plus_health.,49575,true,0,
insurance,601319.XSHG,PICC Group,2020-12-31,embedded_value,117244,CNY million,official_annual_report_or_company_disclosure_reviewed,PICC 2020/2021 Annual Report Comparative Table,https://www.picc.com.cn/jttzzgx/dqbg/202203/P020220824457483662955.pdf,2021-03-24,2021-03-24,pit_usable,not_missing,true,reviewed,Life plus health embedded value from 2021 annual report comparative table. Scope life_plus_health.,117244,true,0,
insurance,601319.XSHG,PICC Group,2020-12-31,new_business_value,6132,CNY million,official_annual_report_or_company_disclosure_reviewed,PICC 2020 Annual Report Summary,https://pdf.dfcfw.com/pdf/H2_AN202103231475530982_1.pdf,2021-03-24,2021-03-24,pit_usable,not_missing,true,reviewed,Life plus health segment new business value from 2020 annual report summary; RMB 61.32 hundred million converted to million. Scope life_plus_health.,6132,true,0,
insurance,601336.XSHG,New China Life Insurance,2020-12-31,embedded_value,240604,CNY million,official_annual_report_or_company_disclosure_reviewed,New China Life 2020 Annual Report Summary,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=6973572&stockid=601336,2021-03-24,2021-03-24,pit_usable,not_missing,true,reviewed,Company embedded value from 2020 annual report summary.,240604,true,0,
insurance,601336.XSHG,New China Life Insurance,2020-12-31,new_business_value,9182,CNY million,official_annual_report_or_company_disclosure_reviewed,New China Life 2020 Annual Report Summary,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=6973572&stockid=601336,2021-03-24,2021-03-24,pit_usable,not_missing,true,reviewed,One-year new business value from 2020 annual report summary.,9182,true,0,
insurance,601601.XSHG,China Pacific Insurance,2020-12-31,embedded_value,341348,CNY million,official_annual_report_or_company_disclosure_reviewed,CPIC 2020/2021 Annual Report Comparative Table,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=7919969&stockid=601601,2021-03-29,2021-03-29,pit_usable,not_missing,true,reviewed,Life business embedded value from 2021 annual report comparative table; group EV is not used. Scope life_business.,341348,true,0,
insurance,601601.XSHG,China Pacific Insurance,2020-12-31,new_business_value,17841,CNY million,official_annual_report_or_company_disclosure_reviewed,CPIC 2020 Annual Report Summary,https://pdf.dfcfw.com/pdf/H2_AN202103281477689349_1.pdf,2021-03-29,2021-03-29,pit_usable,not_missing,true,reviewed,CPIC Life one-year new business value from 2020 annual report summary. Scope life_business.,17841,true,0,
insurance,601628.XSHG,China Life Insurance,2020-12-31,embedded_value,1072140,CNY million,official_annual_report_or_company_disclosure_reviewed,China Life 2020 Annual Results Announcement,https://www.e-chinalife.com/c/2021-03-25/518248.shtml,2021-03-25,2021-03-25,pit_usable,not_missing,true,reviewed,"Company embedded value from official annual results announcement; RMB 10,721.40 hundred million converted to million.",1072140,true,0,
insurance,601628.XSHG,China Life Insurance,2020-12-31,new_business_value,58373,CNY million,official_annual_report_or_company_disclosure_reviewed,China Life 2020 Annual Results Announcement,https://www.e-chinalife.com/c/2021-03-25/518248.shtml,2021-03-25,2021-03-25,pit_usable,not_missing,true,reviewed,One-year new business value from official annual results announcement; RMB 583.73 hundred million converted to million.,58373,true,0,
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,876490,CNY million,official_annual_report_pdf_reviewed,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,pit_usable,not_missing,true,reviewed,Life and health insurance scope; annual report EV section reviewed. EV.,876490,true,0,
insurance,601318.XSHG,Ping An Insurance,2021-12-31,new_business_value,37898,CNY million,official_annual_report_pdf_reviewed,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,pit_usable,not_missing,true,reviewed,Life and health insurance scope; annual report EV section reviewed. NBV.,37898,true,0,
insurance,601319.XSHG,PICC Group,2021-12-31,embedded_value,127607,CNY million,official_annual_report_pdf_reviewed,PICC 2021 Annual Report,https://www.picc.com.cn/xwzx/gkxx/ndxx/202203/P020240304639454955593.pdf,2022-03-26,2022-03-26,pit_usable,not_missing,true,reviewed,Derived as PICC Life plus PICC Health because group P&C does not disclose EV/NBV. EV.,127607,true,0,
insurance,601319.XSHG,PICC Group,2021-12-31,new_business_value,3992,CNY million,official_annual_report_pdf_reviewed,PICC 2021 Annual Report,https://www.picc.com.cn/xwzx/gkxx/ndxx/202203/P020240304639454955593.pdf,2022-03-26,2022-03-26,pit_usable,not_missing,true,reviewed,Derived as PICC Life plus PICC Health because group P&C does not disclose EV/NBV. NBV.,3992,true,0,
insurance,601336.XSHG,New China Life Insurance,2021-12-31,embedded_value,258824,CNY million,official_annual_report_pdf_reviewed,New China Life 2021 Annual Report,https://pdf.dfcfw.com/pdf/H2_AN202203291555828293_1.pdf,2022-03-30,2022-03-30,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. EV.,258824,true,0,
insurance,601336.XSHG,New China Life Insurance,2021-12-31,new_business_value,5980,CNY million,official_annual_report_pdf_reviewed,New China Life 2021 Annual Report,https://pdf.dfcfw.com/pdf/H2_AN202203291555828293_1.pdf,2022-03-30,2022-03-30,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. NBV.,5980,true,0,
insurance,601601.XSHG,CPIC,2021-12-31,embedded_value,376643,CNY million,official_annual_report_pdf_reviewed,CPIC 2021 Annual Report,https://www.cpic.com.cn/upload/resources/file/2022/03/31/65112.pdf,2022-03-28,2022-03-28,pit_usable,not_missing,true,reviewed,CPIC life business scope; group EV excluded for P/EV harmonization. EV.,376643,true,0,
insurance,601601.XSHG,CPIC,2021-12-31,new_business_value,13412,CNY million,official_annual_report_pdf_reviewed,CPIC 2021 Annual Report,https://www.cpic.com.cn/upload/resources/file/2022/03/31/65112.pdf,2022-03-28,2022-03-28,pit_usable,not_missing,true,reviewed,CPIC life business scope; group EV excluded for P/EV harmonization. NBV.,13412,true,0,
insurance,601628.XSHG,China Life Insurance,2021-12-31,embedded_value,1203008,CNY million,official_annual_report_pdf_reviewed,China Life Insurance 2021 Annual Report,https://www.e-chinalife.com/upload/resources/file/2022/03/25/51774.pdf,2022-03-25,2022-03-25,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. EV.,1203008,true,0,
insurance,601628.XSHG,China Life Insurance,2021-12-31,new_business_value,44780,CNY million,official_annual_report_pdf_reviewed,China Life Insurance 2021 Annual Report,https://www.e-chinalife.com/upload/resources/file/2022/03/25/51774.pdf,2022-03-25,2022-03-25,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. NBV.,44780,true,0,
insurance,601318.XSHG,Ping An Insurance,2022-12-31,embedded_value,874786,CNY million,official_annual_report_pdf_reviewed,Ping An Insurance 2022 Annual Report,https://doc.irasia.com/listco/cn/pingan/announcement/sca230316y.pdf,2023-03-16,2023-03-16,pit_usable,not_missing,true,reviewed,Life and health insurance scope; annual report EV section reviewed. EV.,874786,true,0,
insurance,601318.XSHG,Ping An Insurance,2022-12-31,new_business_value,28820,CNY million,official_annual_report_pdf_reviewed,Ping An Insurance 2022 Annual Report,https://doc.irasia.com/listco/cn/pingan/announcement/sca230316y.pdf,2023-03-16,2023-03-16,pit_usable,not_missing,true,reviewed,Life and health insurance scope; annual report EV section reviewed. NBV.,28820,true,0,
insurance,601319.XSHG,PICC Group,2022-12-31,embedded_value,122011,CNY million,official_annual_report_pdf_reviewed,PICC 2022 Annual Report,https://www.picc.com.cn/xwzx/gkxx/ndxx/202303/P020240304645528810507.pdf,2023-03-25,2023-03-25,pit_usable,not_missing,true,reviewed,Derived as PICC Life plus PICC Health because group P&C does not disclose EV/NBV. EV.,122011,true,0,
insurance,601319.XSHG,PICC Group,2022-12-31,new_business_value,3704,CNY million,official_annual_report_pdf_reviewed,PICC 2022 Annual Report,https://www.picc.com.cn/xwzx/gkxx/ndxx/202303/P020240304645528810507.pdf,2023-03-25,2023-03-25,pit_usable,not_missing,true,reviewed,Derived as PICC Life plus PICC Health because group P&C does not disclose EV/NBV. NBV.,3704,true,0,
insurance,601336.XSHG,New China Life Insurance,2022-12-31,embedded_value,255582,CNY million,official_annual_report_pdf_reviewed,New China Life 2022 Annual Report,https://static-cdn.newchinalife.com/ncl/pdf/20230330/37764e32-e753-4390-832f-6cd36720cdd9.pdf,2023-03-30,2023-03-30,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. EV.,255582,true,0,
insurance,601336.XSHG,New China Life Insurance,2022-12-31,new_business_value,2423,CNY million,official_annual_report_pdf_reviewed,New China Life 2022 Annual Report,https://static-cdn.newchinalife.com/ncl/pdf/20230330/37764e32-e753-4390-832f-6cd36720cdd9.pdf,2023-03-30,2023-03-30,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. NBV.,2423,true,0,
insurance,601601.XSHG,CPIC,2022-12-31,embedded_value,398191,CNY million,official_annual_report_pdf_reviewed,CPIC 2022 Annual Report,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-3/2023-03-27/8912788.PDF,2023-03-27,2023-03-27,pit_usable,not_missing,true,reviewed,CPIC life business scope; group EV excluded for P/EV harmonization. EV.,398191,true,0,
insurance,601601.XSHG,CPIC,2022-12-31,new_business_value,9205,CNY million,official_annual_report_pdf_reviewed,CPIC 2022 Annual Report,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-3/2023-03-27/8912788.PDF,2023-03-27,2023-03-27,pit_usable,not_missing,true,reviewed,CPIC life business scope; group EV excluded for P/EV harmonization. NBV.,9205,true,0,
insurance,601628.XSHG,China Life Insurance,2022-12-31,embedded_value,1230519,CNY million,official_annual_report_pdf_reviewed,China Life Insurance 2022 Annual Report Summary,https://file.finance.sina.com.cn/211.154.219.97%3A9494/MRGG/CNSESH_STOCK/2023/2023-3/2023-03-30/8927129.PDF,2023-03-30,2023-03-30,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. EV.,1230519,true,0,
insurance,601628.XSHG,China Life Insurance,2022-12-31,new_business_value,36004,CNY million,official_annual_report_pdf_reviewed,China Life Insurance 2022 Annual Report Summary,https://file.finance.sina.com.cn/211.154.219.97%3A9494/MRGG/CNSESH_STOCK/2023/2023-3/2023-03-30/8927129.PDF,2023-03-30,2023-03-30,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. NBV.,36004,true,0,
insurance,601318.XSHG,Ping An Insurance,2023-12-31,embedded_value,830974,CNY million,official_annual_report_pdf_reviewed,Ping An Insurance 2023 Annual Report,https://www.pingan.com/app_upload/images/info/upload/55e017c8-da54-42f5-81cc-b4ff9586b461.pdf,2024-03-22,2024-03-22,pit_usable,not_missing,true,reviewed,"Life and health insurance scope; current/latest economic assumption values used, comparable-assumption values kept out of factor. EV.",830974,true,0,
insurance,601318.XSHG,Ping An Insurance,2023-12-31,new_business_value,31080,CNY million,official_annual_report_pdf_reviewed,Ping An Insurance 2023 Annual Report,https://www.pingan.com/app_upload/images/info/upload/55e017c8-da54-42f5-81cc-b4ff9586b461.pdf,2024-03-22,2024-03-22,pit_usable,not_missing,true,reviewed,"Life and health insurance scope; current/latest economic assumption values used, comparable-assumption values kept out of factor. NBV.",31080,true,0,
insurance,601319.XSHG,PICC Group,2023-12-31,embedded_value,123965,CNY million,official_annual_report_pdf_reviewed,PICC 2023 Annual Report,https://www.picc.com.cn/xwzx/gkxx/ndxx/202405/P020240509545949419384.pdf,2024-03-27,2024-03-27,pit_usable,not_missing,true,reviewed,Derived as PICC Life plus PICC Health because group P&C does not disclose EV/NBV. EV.,123965,true,0,
insurance,601319.XSHG,PICC Group,2023-12-31,new_business_value,6490,CNY million,official_annual_report_pdf_reviewed,PICC 2023 Annual Report,https://www.picc.com.cn/xwzx/gkxx/ndxx/202405/P020240509545949419384.pdf,2024-03-27,2024-03-27,pit_usable,not_missing,true,reviewed,Derived as PICC Life plus PICC Health because group P&C does not disclose EV/NBV. NBV.,6490,true,0,
insurance,601336.XSHG,New China Life Insurance,2023-12-31,embedded_value,250510,CNY million,official_annual_report_pdf_reviewed,New China Life 2023 Annual Report Summary,https://file.finance.sina.com.cn/211.154.219.97%3A9494/MRGG/CNSESH_STOCK/2024/2024-3/2024-03-28/9905603.PDF,2024-03-28,2024-03-28,pit_usable,not_missing,true,reviewed,Company embedded value and one-year new business value; RMB million. EV.,250510,true,0,
