trade_date,code,side,amount,price,value,commission,target_amount,reason
2021-10-08,000421.XSHE,buy,6700,5.25,35175.0,10.552499999999998,6700,
2021-10-08,000429.XSHE,buy,4700,7.42,34874.0,10.4622,4700,
2021-10-08,000539.XSHE,buy,6800,5.21,35428.0,10.6284,6800,
2021-10-08,000543.XSHE,buy,7700,4.6,35420.0,10.626,7700,
2021-10-08,000900.XSHE,buy,8100,4.34,35154.0,10.546199999999999,8100,
2021-10-08,001872.XSHE,buy,2000,17.42,34840.0,10.452,2000,
2021-10-08,002040.XSHE,buy,5700,6.15,35055.0,10.516499999999999,5700,
2021-10-08,002807.XSHE,buy,9200,3.85,35420.0,10.626,9200,
2021-10-08,600017.XSHG,buy,12700,2.78,35306.0,10.5918,12700,
2021-10-08,600033.XSHG,buy,12400,2.85,35340.0,10.601999999999999,12400,
2021-10-08,600035.XSHG,buy,11000,3.22,35420.0,10.626,11000,
2021-10-08,600106.XSHG,buy,13000,2.73,35490.0,10.646999999999998,13000,
2021-10-08,600368.XSHG,buy,8700,4.05,35235.0,10.5705,8700,
2021-10-08,600377.XSHG,buy,4000,8.73,34920.0,10.475999999999999,4000,
2021-10-08,600617.XSHG,buy,6300,5.57,35091.0,10.527299999999999,6300,
2021-10-08,600928.XSHG,buy,8000,4.4,35200.0,10.559999999999999,8000,
2021-10-08,600969.XSHG,buy,4300,8.09,34787.0,10.4361,4300,
2021-10-08,601006.XSHG,buy,5600,6.29,35224.0,10.5672,5600,
2021-10-08,601018.XSHG,buy,8900,3.99,35511.0,10.6533,8900,
2021-10-08,601077.XSHG,buy,9100,3.87,35217.0,10.5651,9100,
2021-10-08,601288.XSHG,buy,12000,2.95,35400.0,10.62,12000,
2021-10-08,601326.XSHG,buy,12000,2.96,35520.0,10.655999999999999,12000,
2021-10-08,601333.XSHG,buy,15000,2.36,35400.0,10.62,15000,
2021-10-08,601398.XSHG,buy,7600,4.66,35416.0,10.624799999999999,7600,
2021-10-08,601985.XSHG,buy,4800,7.3,35040.0,10.511999999999999,4800,
2021-10-08,601988.XSHG,buy,11600,3.05,35380.0,10.613999999999999,11600,
2021-10-08,601991.XSHG,buy,9700,3.64,35308.0,10.5924,9700,
2021-10-08,603323.XSHG,buy,6800,5.2,35360.0,10.607999999999999,6800,
2021-10-11,000421.XSHE,buy,6600,5.34,35244.0,10.5732,13300,
2021-10-11,000429.XSHE,buy,5000,7.35,36750.0,11.024999999999999,9700,
2021-10-11,000539.XSHE,buy,7400,5.02,37148.0,11.1444,14200,
2021-10-11,000543.XSHE,buy_skipped,7100,4.81,0.0,0.0,14800,high_limit
2021-10-11,000900.XSHE,buy,8100,4.39,35559.0,10.667699999999998,16200,
2021-10-11,001872.XSHE,buy,2000,17.42,34840.0,10.452,4000,
2021-10-11,002040.XSHE,buy,5900,6.13,36167.0,10.8501,11600,
2021-10-11,002807.XSHE,buy,9000,3.9,35100.0,10.53,18200,
2021-10-11,600017.XSHG,buy,12400,2.84,35216.0,10.564799999999998,25100,
2021-10-11,600033.XSHG,buy,12200,2.89,35258.0,10.577399999999999,24600,
2021-10-11,600035.XSHG,buy,10500,3.31,34755.0,10.426499999999999,21500,
2021-10-11,600106.XSHG,buy,12400,2.8,34720.0,10.415999999999999,25400,
2021-10-11,600368.XSHG,buy,8700,4.09,35583.0,10.6749,17400,
2021-10-11,600377.XSHG,buy,4000,8.84,35360.0,10.607999999999999,8000,
2021-10-11,600617.XSHG,buy,6000,5.79,34740.0,10.421999999999999,12300,
2021-10-11,600928.XSHG,buy,7900,4.46,35234.0,10.5702,15900,
2021-10-11,600969.XSHG,buy,4600,7.98,36708.0,11.0124,8900,
2021-10-11,601006.XSHG,buy,5700,6.3,35910.0,10.773,11300,
2021-10-11,601018.XSHG,buy,8800,4.01,35288.0,10.5864,17700,
2021-10-11,601077.XSHG,buy,9100,3.91,35581.0,10.674299999999999,18200,
2021-10-11,601288.XSHG,buy,12000,2.96,35520.0,10.655999999999999,24000,
2021-10-11,601326.XSHG,buy,11300,3.05,34465.0,10.3395,23300,
