version_id,family,rebalance_date,code,sleeve,base_target_weight,target_weight,weight_delta,mom_12_1,mr_60d,bucket,sleeve_weight_preserved,new_stock_selected,accepted
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,600795.XSHG,utilities_electricity,0.03571428571,0.03571428571,0.0,0.14215686274509798,0.0861244019138756,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,600168.XSHG,utilities_electricity,0.03571428571,0.03571428571,0.0,-0.08500590318772139,0.029320987654321007,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,002039.XSHE,utilities_electricity,0.03571428571,0.03571428571,0.0,0.16678596993557626,0.00557880055788007,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,600027.XSHG,utilities_electricity,0.03571428571,0.03571428571,0.0,0.05747126436781613,0.05263157894736836,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,601006.XSHG,port_rail_infrastructure,0.03571428571,0.03571428571,0.0,0.014598540145985384,0.06832298136645965,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,600011.XSHG,utilities_electricity,0.03571428571,0.03571428571,0.0,0.04235294117647048,0.004761904761904745,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,600310.XSHG,utilities_electricity,0.03571428571,0.03571428571,0.0,0.24473684210526336,0.12972972972972951,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,600033.XSHG,highway_infrastructure,0.03571428571,0.03571428571,0.0,-0.021739130434782483,0.059055118110236116,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,601985.XSHG,utilities_electricity,0.03571428571,0.03571428571,0.0,0.2247191011235954,0.025540275049115824,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,600017.XSHG,port_rail_infrastructure,0.03571428571,0.03571428571,0.0,0.17551020408163254,0.007380073800737907,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,601326.XSHG,port_rail_infrastructure,0.03571428571,0.03571428571,0.0,0.011029411764705843,0.019157088122605526,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,601077.XSHG,bank,0.03571428571,0.03571428571,0.0,-0.20265151515151525,-0.014251781472684022,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,601988.XSHG,bank,0.03571428571,0.03571428571,0.0,-0.06983240223463683,0.025236593059936974,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,601288.XSHG,bank,0.03571428571,0.03571428571,0.0,-0.01744186046511631,0.019108280254777066,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,601229.XSHG,bank,0.03571428571,0.03571428571,0.0,0.053075995174909796,0.009876543209876631,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,601169.XSHG,bank,0.03571428571,0.03571428571,0.0,0.0,0.00421940928270037,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,600717.XSHG,port_rail_infrastructure,0.03571428571,0.03571428571,0.0,-0.07592592592592595,0.01943844492440605,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,601328.XSHG,bank,0.03571428571,0.03571428571,0.0,-0.05202312138728338,0.07606263982102912,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,000900.XSHE,highway_infrastructure,0.03571428571,0.03571428571,0.0,0.19220779220779205,-0.00704225352112664,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,601000.XSHG,port_rail_infrastructure,0.03571428571,0.03571428571,0.0,0.2088888888888889,0.14163090128755362,baseline,True,False,False
v57f_startup_preload_repaired_baseline,baseline,2021-05-06,601398.XSHG,bank,0.03571428571,0.03571428571,0.0,0.06796116504854366,0.01988071570576544,baseline,True,False,False
