version_id,family,sleeve,abs_weight_delta,next_day_delta
internal_subsleeve_mom12_80_20,v57f_pool_internal_subsleeve,utilities_electricity,1.1999999998560003,-0.0012382037248106885
internal_subsleeve_mom12_80_20,v57f_pool_internal_subsleeve,port_rail_infrastructure,1.199999999856,0.0005469323355822344
internal_subsleeve_mom12_80_20,v57f_pool_internal_subsleeve,highway_infrastructure,1.1714285712879997,-0.0006427004586419702
internal_subsleeve_mom12_80_20,v57f_pool_internal_subsleeve,bank,1.2142857141399999,0.0012742484707843472
internal_subsleeve_mom12_70_30,v57f_pool_internal_subsleeve,utilities_electricity,1.7999999997840044,-0.0018573055872160341
internal_subsleeve_mom12_70_30,v57f_pool_internal_subsleeve,port_rail_infrastructure,1.7999999997840044,0.0008203985033733537
internal_subsleeve_mom12_70_30,v57f_pool_internal_subsleeve,highway_infrastructure,1.757142856932004,-0.0009640506879629544
internal_subsleeve_mom12_70_30,v57f_pool_internal_subsleeve,bank,1.8214285712100045,0.001911372706176518
dual_sleeve_mom12_80_20,dual_sleeve_allocation,utilities_electricity,1.3476190475753353,-6.394400694227328e-05
dual_sleeve_mom12_80_20,dual_sleeve_allocation,port_rail_infrastructure,1.2971428570820023,0.0012062753684236888
dual_sleeve_mom12_80_20,dual_sleeve_allocation,highway_infrastructure,1.4915873015984453,-0.003946843590721013
dual_sleeve_mom12_80_20,dual_sleeve_allocation,bank,1.2922222221682238,0.0017235898141471698
dual_sleeve_mom12_60_40,dual_sleeve_allocation,utilities_electricity,2.6952380951506707,-0.00012788801388454428
dual_sleeve_mom12_60_40,dual_sleeve_allocation,port_rail_infrastructure,2.594285714164004,0.002412550736847375
dual_sleeve_mom12_60_40,dual_sleeve_allocation,highway_infrastructure,2.9831746031968907,-0.007893687181442021
dual_sleeve_mom12_60_40,dual_sleeve_allocation,bank,2.5844444443364476,0.0034471796282943357
state_routed_mom12_70_30_or_100_0,state_routed_budget,utilities_electricity,1.519761904705335,-0.0014380988046018438
state_routed_mom12_70_30_or_100_0,state_routed_budget,port_rail_infrastructure,1.4235714284840024,0.0018690133864589762
state_routed_mom12_70_30_or_100_0,state_routed_budget,highway_infrastructure,1.7345238095456674,-0.006946366563648768
state_routed_mom12_70_30_or_100_0,state_routed_budget,bank,1.5257142856680006,0.0027186976042586145
admission_suppression_mom12_bottom_cap75,admission_suppression,utilities_electricity,0.7499999999100011,-0.0020946905928648945
admission_suppression_mom12_bottom_cap75,admission_suppression,port_rail_infrastructure,0.749999999910001,0.0006507358587157651
admission_suppression_mom12_bottom_cap75,admission_suppression,highway_infrastructure,0.732142857055001,-0.0007417845548984337
admission_suppression_mom12_bottom_cap75,admission_suppression,bank,0.7499999999100011,0.0010272903394196716
