trade_date,code,company_name,insurance_subgroup,is_core_insurance_numeric,close,price_adjustment,next_trade_date,price_return,dividend_return,total_return,future_return,return_source,low_price_to_book,low_price_to_earnings,price_to_earnings,market_cap,dividend_yield,return_on_equity_ttm,profit_growth_yoy,operating_cash_flow_yield,asset_liability_ratio,earned_premium,solvency_adequacy_ratio,net_investment_rate_of_return,total_investment_rate_of_return,comprehensive_cost_ratio,compensation_rate,insurance_indicator_pubDate,insurance_indicator_statDate,insurance_indicator_staleness_days,insurance_indicator_status,bond_proxy_252d_return,bond_proxy_63d_return,equity_252d_return,equity_63d_return,factor_visible_date,factor_visibility_source,universe_visible_date,universe_source,external_state_visible_date,external_state_source,ev_nbv_status,gov_bond_10y_yield,gov_bond_1y_yield,gov_bond_10y_1y_spread,gov_bond_10y_yield_change_252d,gov_bond_10y_yield_change_63d,v53b_scoring_policy,v53d_panel_policy,ev_nbv_rolling_status,embedded_value,embedded_value_visible_date,embedded_value_report_period,embedded_value_source_url,new_business_value,new_business_value_visible_date,new_business_value_report_period,new_business_value_source_url,price_to_embedded_value,price_to_new_business_value,embedded_value_yoy,new_business_value_yoy,ev_nbv_repair_status
2025-04-01,601318.XSHG,????,insurance_group,1,47.76,pre_adjusted_price,2025-07-01,0.1101340034,,0.1101340034,0.1101340034,jqdata_pre_adjusted_total_return,1.0123,7.4246,7.4246,9400.1231,4.6903,0.81,474.29,-0.03738568062,0.8993108953,,208,4.2,3,100.7,2.06,2024-03-22,2023-12-31,375,fresh_or_latest_visible,0.04250712772,-0.008310369833,0.0912592709,-0.01176188013,2025-04-01,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2025-04-01,formal_core_insurance_review_v53_test1,2025-04-01;2025-03-31,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,1.8129,1.5379,0.275,-0.5025,0.096,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,835093,2025-03-20,2024-12-31,https://www.fxbaogao.com/view?id=4738198,28534,2025-03-20,2024-12-31,https://www.fxbaogao.com/view?id=4738198,1.125637875063017,32.94358694890307,,,ev_nbv_pit_visible
2025-04-01,601628.XSHG,????,life_insurance,1,36.16,pre_adjusted_price,2025-07-01,0.1048119469,,0.1048119469,0.1048119469,jqdata_pre_adjusted_total_return,2.0735,9.8828,9.8828,10568.1732,1.6849,0.45,-43.05,0.03046316463,0.9230010402,6.32141e+11,218.54,3.77,2.68,,1.11,2024-03-28,2023-12-31,369,fresh_or_latest_visible,0.04250712772,-0.008310369833,0.0912592709,-0.01176188013,2025-04-01,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2025-04-01,formal_core_insurance_review_v53_test1,2025-04-01;2025-03-31,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,1.8129,1.5379,0.275,-0.5025,0.096,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,1401146,2025-03-27,2024-12-31,https://www.fxbaogao.com/view?id=4747083,33709,2025-03-27,2024-12-31,https://www.fxbaogao.com/view?id=4747083,0.7542521050625701,31.351191669880443,,,ev_nbv_pit_visible
2025-04-01,601601.XSHG,????,insurance_group,1,31.61,pre_adjusted_price,2025-07-01,0.1496361911,,0.1496361911,0.1496361911,jqdata_pre_adjusted_total_return,1.0742,6.9628,6.9628,3130.4591,3.1346,2.36,65.02,0.08195922445,0.8876573376,,257,4,2.6,97.7,1.8,2024-03-29,2023-12-31,368,fresh_or_latest_visible,0.04250712772,-0.008310369833,0.0912592709,-0.01176188013,2025-04-01,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2025-04-01,formal_core_insurance_review_v53_test1,2025-04-01;2025-03-31,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,1.8129,1.5379,0.275,-0.5025,0.096,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,421837,2025-03-27,2024-12-31,https://www.fxbaogao.com/view?id=4747193,13258,2025-03-27,2024-12-31,https://www.fxbaogao.com/view?id=4747193,0.742101593743555,23.61185020365063,,,ev_nbv_pit_visible
2025-04-01,601336.XSHG,????,life_insurance,1,49.53,pre_adjusted_price,2025-07-01,0.1407227943,,0.1407227943,0.1407227943,jqdata_pre_adjusted_total_return,1.6716,6.1335,6.1335,1608.7502,2.6954,5.93,770.29,0.04663247284,0.9431134133,,278.43,3.4,1.8,,1.9,2024-03-28,2023-12-31,369,fresh_or_latest_visible,0.04250712772,-0.008310369833,0.0912592709,-0.01176188013,2025-04-01,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2025-04-01,formal_core_insurance_review_v53_test1,2025-04-01;2025-03-31,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,1.8129,1.5379,0.275,-0.5025,0.096,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,258448,2025-03-28,2024-12-31,https://static-cdn.newchinalife.com/ncl/pdf/20250327/c9418a2b-53f7-4a74-aef2-6efb4f785f6f.pdf,6253,2025-03-28,2024-12-31,https://static-cdn.newchinalife.com/ncl/pdf/20250327/c9418a2b-53f7-4a74-aef2-6efb4f785f6f.pdf,0.6224657184423945,25.72765392611546,,,ev_nbv_pit_visible
2025-04-01,601319.XSHG,????,pnc_insurance_group,1,6.75,pre_adjusted_price,2025-07-01,0.2607407407,,0.2607407407,0.2607407407,jqdata_pre_adjusted_total_return,1.1371,7.1284,7.1284,3055.8777,3.1693,2.44,138.29,0.02283795585,0.7921029629,,251,4.5,3.3,97.6,5.1,2024-03-27,2023-12-31,370,fresh_or_latest_visible,0.04250712772,-0.008310369833,0.0912592709,-0.01176188013,2025-04-01,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2025-04-01,formal_core_insurance_review_v53_test1,2025-04-01;2025-03-31,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,1.8129,1.5379,0.275,-0.5025,0.096,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,149848,2025-03-28,2024-12-31,https://www.fxbaogao.com/view?id=4748784,11537,2025-03-28,2024-12-31,https://www.fxbaogao.com/view?id=4748784,2.03931830922001,26.48762849960995,,,ev_nbv_pit_visible
2025-07-01,601318.XSHG,????,insurance_group,1,53.02,pre_adjusted_price,2025-10-09,-0.01188230856,,-0.01188230856,-0.01188230856,jqdata_pre_adjusted_total_return,1.0794,8.6757,8.6757,10143.1007,4.5345,2.89,-21.96,0.2397895941,0.8984217258,,208,4.2,3,100.7,2.06,2024-03-22,2023-12-31,466,fresh_or_latest_visible,0.038974521,0.01001872111,0.1114063978,0.004266644173,2025-07-01,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2025-07-01,formal_core_insurance_review_v53_test1,2025-07-01;2025-06-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,1.6469,1.3402,0.3067,-0.6109,-0.1481,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,835093,2025-03-20,2024-12-31,https://www.fxbaogao.com/view?id=4738198,28534,2025-03-20,2024-12-31,https://www.fxbaogao.com/view?id=4738198,1.2146073191848095,35.547419569636226,,,ev_nbv_pit_visible
2025-07-01,601628.XSHG,????,life_insurance,1,39.95,pre_adjusted_price,2025-10-09,-0.03003754693,,-0.03003754693,-0.03003754693,jqdata_pre_adjusted_total_return,2.1927,10.145,10.145,11676.1496,1.5251,5.53,39.26,0.1648916866,0.9219432973,6.32141e+11,218.54,3.77,2.68,,1.11,2024-03-28,2023-12-31,460,fresh_or_latest_visible,0.038974521,0.01001872111,0.1114063978,0.004266644173,2025-07-01,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2025-07-01,formal_core_insurance_review_v53_test1,2025-07-01;2025-06-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,1.6469,1.3402,0.3067,-0.6109,-0.1481,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,1401146,2025-03-27,2024-12-31,https://www.fxbaogao.com/view?id=4747083,33709,2025-03-27,2024-12-31,https://www.fxbaogao.com/view?id=4747083,0.8333285467752825,34.63807766471862,,,ev_nbv_pit_visible
2025-07-01,601601.XSHG,????,insurance_group,1,36.34,pre_adjusted_price,2025-10-09,-0.04017611447,,-0.04017611447,-0.04017611447,jqdata_pre_adjusted_total_return,1.3653,8.4033,8.4033,3598.9697,2.7265,3.47,-17.2,0.1793791151,0.9004457209,,257,4,2.6,97.7,1.8,2024-03-29,2023-12-31,459,fresh_or_latest_visible,0.038974521,0.01001872111,0.1114063978,0.004266644173,2025-07-01,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2025-07-01,formal_core_insurance_review_v53_test1,2025-07-01;2025-06-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,1.6469,1.3402,0.3067,-0.6109,-0.1481,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,421837,2025-03-27,2024-12-31,https://www.fxbaogao.com/view?id=4747193,13258,2025-03-27,2024-12-31,https://www.fxbaogao.com/view?id=4747193,0.8531659622081516,27.145645647910698,,,ev_nbv_pit_visible
2025-07-01,601336.XSHG,????,life_insurance,1,56.5,pre_adjusted_price,2025-10-09,0.08212389381,,0.08212389381,0.08212389381,jqdata_pre_adjusted_total_return,2.2984,6.7549,6.7549,1835.2293,2.3627,6.68,19.02,0.1830180022,0.9544437829,,278.43,3.4,1.8,,1.9,2024-03-28,2023-12-31,460,fresh_or_latest_visible,0.038974521,0.01001872111,0.1114063978,0.004266644173,2025-07-01,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2025-07-01,formal_core_insurance_review_v53_test1,2025-07-01;2025-06-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,1.6469,1.3402,0.3067,-0.6109,-0.1481,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,258448,2025-03-28,2024-12-31,https://static-cdn.newchinalife.com/ncl/pdf/20250327/c9418a2b-53f7-4a74-aef2-6efb4f785f6f.pdf,6253,2025-03-28,2024-12-31,https://static-cdn.newchinalife.com/ncl/pdf/20250327/c9418a2b-53f7-4a74-aef2-6efb4f785f6f.pdf,0.7100961508698075,29.34958100111946,,,ev_nbv_pit_visible
2025-07-01,601319.XSHG,????,pnc_insurance_group,1,8.51,pre_adjusted_price,2025-10-09,-0.08225616921,,-0.08225616921,-0.08225616921,jqdata_pre_adjusted_total_return,1.3789,8.2385,8.2385,3851.9096,2.5143,4.69,44.69,0.09488540437,0.7879999334,,251,4.5,3.3,97.6,5.1,2024-03-27,2023-12-31,461,fresh_or_latest_visible,0.038974521,0.01001872111,0.1114063978,0.004266644173,2025-07-01,jqdatasdk.get_fundamentals(date=trade_date); insurance_indicator_latest_pubDate_lte_trade_date,2025-07-01,formal_core_insurance_review_v53_test1,2025-07-01;2025-06-30,chinabond_10y_via_akshare;joinquant_000300,deferred_enhancement_not_required_for_test1,1.6469,1.3402,0.3067,-0.6109,-0.1481,low_pb_plus_dividend_only;roe_and_profit_growth_not_used_as_positive_quality_factors,common_sample_low_pb_total_investment_solvency,enhancement_only_not_in_rolling_core_model,149848,2025-03-28,2024-12-31,https://www.fxbaogao.com/view?id=4748784,11537,2025-03-28,2024-12-31,https://www.fxbaogao.com/view?id=4748784,2.5705445518125036,33.38744560977724,,,ev_nbv_pit_visible
