sector,code,company_name,report_period,field,value,unit,source_type,source_title,source_url,publish_date,visible_date,pit_status,missing_reason,original_announcement_checked,review_status,notes,numeric_value,pit_usable,issue_count,issues
insurance,601318.XSHG,Ping An Insurance,2025-12-31,embedded_value,928630,CNY million,eastmoney_annual_report_pdf,中国平安2025年年度报告,https://pdf.dfcfw.com/pdf/H2_AN202603261820776830_1.pdf,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Life and health insurance embedded value from annual report key indicators table.,928630,true,0,
insurance,601318.XSHG,Ping An Insurance,2025-12-31,new_business_value,36897,CNY million,eastmoney_annual_report_pdf,中国平安2025年年度报告,https://pdf.dfcfw.com/pdf/H2_AN202603261820776830_1.pdf,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Life and health insurance new business value from annual report key indicators table.,36897,true,0,
insurance,601318.XSHG,Ping An Insurance,2025-12-31,core_solvency_ratio,160.73,percent,official_solvency_summary_pdf,Ping An 2025 Annual Solvency Report Summary,https://www.pingan.com/app_upload/images/info/upload/980e2cc9-ab1b-488c-882b-5f57ffb8d28b.pdf,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Insurance group core solvency adequacy ratio at 2025 year-end.,160.73,true,0,
insurance,601318.XSHG,Ping An Insurance,2025-12-31,comprehensive_solvency_ratio,193.30,percent,official_solvency_summary_pdf,Ping An 2025 Annual Solvency Report Summary,https://www.pingan.com/app_upload/images/info/upload/980e2cc9-ab1b-488c-882b-5f57ffb8d28b.pdf,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Insurance group comprehensive solvency adequacy ratio at 2025 year-end.,193.3,true,0,
insurance,601318.XSHG,Ping An Insurance,2025-12-31,total_investment_yield,6.3,percent,eastmoney_annual_report_pdf,中国平安2025年年度报告,https://pdf.dfcfw.com/pdf/H2_AN202603261820776830_1.pdf,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Company term is comprehensive investment return; accepted as total investment return proxy for source repair with field alias note.,6.3,true,0,
insurance,601318.XSHG,Ping An Insurance,2025-12-31,net_investment_yield,,percent,eastmoney_annual_report_pdf,中国平安2025年年度报告及2025年业绩报告,https://pdf.dfcfw.com/pdf/H2_AN202603261820776830_1.pdf,2026-03-27,2026-03-27,not_disclosed,not_disclosed,true,reviewed,Original annual and results PDFs checked; only 10-year average net investment return was found not annual net investment yield.,,false,2,missing_or_non_numeric_value;pit_status_not_disclosed
insurance,601628.XSHG,China Life Insurance,2025-12-31,embedded_value,1467876,CNY million,eastmoney_annual_report_pdf,中国人寿2025年年度报告,https://pdf.dfcfw.com/pdf/H2_AN202603251820743893_1.pdf,2026-03-26,2026-03-26,pit_usable,not_missing,true,reviewed,Company embedded value from annual report operating highlights.,1467876,true,0,
insurance,601628.XSHG,China Life Insurance,2025-12-31,new_business_value,45752,CNY million,eastmoney_annual_report_pdf,中国人寿2025年年度报告,https://pdf.dfcfw.com/pdf/H2_AN202603251820743893_1.pdf,2026-03-26,2026-03-26,pit_usable,not_missing,true,reviewed,One-year new business value from annual report operating highlights.,45752,true,0,
insurance,601628.XSHG,China Life Insurance,2025-12-31,core_solvency_ratio,128.77,percent,eastmoney_solvency_pdf,中国人寿偿付能力季度报告摘要2025年第四季度,https://pdf.dfcfw.com/pdf/H2_AN202603251820743896_1.pdf,2026-03-26,2026-03-26,pit_usable,not_missing,true,reviewed,Core solvency adequacy ratio from Q4 2025 solvency summary.,128.77,true,0,
insurance,601628.XSHG,China Life Insurance,2025-12-31,comprehensive_solvency_ratio,174.01,percent,eastmoney_solvency_pdf,中国人寿偿付能力季度报告摘要2025年第四季度,https://pdf.dfcfw.com/pdf/H2_AN202603251820743896_1.pdf,2026-03-26,2026-03-26,pit_usable,not_missing,true,reviewed,Comprehensive solvency adequacy ratio from Q4 2025 solvency summary.,174.01,true,0,
insurance,601628.XSHG,China Life Insurance,2025-12-31,total_investment_yield,6.09,percent,eastmoney_annual_report_pdf,中国人寿2025年年度报告,https://pdf.dfcfw.com/pdf/H2_AN202603251820743893_1.pdf,2026-03-26,2026-03-26,pit_usable,not_missing,true,reviewed,Total investment return rate from annual report investment income table.,6.09,true,0,
insurance,601628.XSHG,China Life Insurance,2025-12-31,net_investment_yield,,percent,eastmoney_annual_report_pdf,中国人寿2025年年度报告,https://pdf.dfcfw.com/pdf/H2_AN202603251820743893_1.pdf,2026-03-26,2026-03-26,not_disclosed,not_disclosed,true,reviewed,Original annual PDF checked; net investment income amount is disclosed but annual net investment yield was not found.,,false,2,missing_or_non_numeric_value;pit_status_not_disclosed
insurance,601601.XSHG,CPIC,2025-12-31,embedded_value,613365,CNY million,eastmoney_annual_report_pdf,中国太保2025年年度报告,https://pdf.dfcfw.com/pdf/H2_AN202603261820771816_1.pdf,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Group embedded value from annual report major indicators.,613365,true,0,
insurance,601601.XSHG,CPIC,2025-12-31,new_business_value,18609,CNY million,eastmoney_annual_report_pdf,中国太保2025年年度报告,https://pdf.dfcfw.com/pdf/H2_AN202603261820771816_1.pdf,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,CPIC Life one-year new business value from annual report major indicators.,18609,true,0,
insurance,601601.XSHG,CPIC,2025-12-31,core_solvency_ratio,206,percent,eastmoney_annual_report_pdf,中国太保2025年年度报告,https://pdf.dfcfw.com/pdf/H2_AN202603261820771816_1.pdf,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Group core solvency adequacy ratio from annual report major indicators.,206,true,0,
insurance,601601.XSHG,CPIC,2025-12-31,comprehensive_solvency_ratio,273,percent,eastmoney_annual_report_pdf,中国太保2025年年度报告,https://pdf.dfcfw.com/pdf/H2_AN202603261820771816_1.pdf,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Group comprehensive solvency adequacy ratio from annual report major indicators.,273,true,0,
insurance,601601.XSHG,CPIC,2025-12-31,total_investment_yield,5.7,percent,eastmoney_annual_report_pdf,中国太保2025年年度报告,https://pdf.dfcfw.com/pdf/H2_AN202603261820771816_1.pdf,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Total investment return rate from annual report major indicators.,5.7,true,0,
insurance,601601.XSHG,CPIC,2025-12-31,net_investment_yield,3.4,percent,eastmoney_annual_report_pdf,中国太保2025年年度报告,https://pdf.dfcfw.com/pdf/H2_AN202603261820771816_1.pdf,2026-03-27,2026-03-27,pit_usable,not_missing,true,reviewed,Net investment return rate from annual report major indicators.,3.4,true,0,
