sector,code,company_name,report_period,field,value,unit,source_type,source_title,source_url,publish_date,visible_date,pit_status,missing_reason,original_announcement_checked,review_status,notes,source_file,page_number,matched_term,term_priority,candidate_value,extraction_confidence,evidence_snippet
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,76,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,2,内含价值,2,76,candidate_needs_review,关于我们 i 释义 ii 重要提示 1 公司概览 2 业绩概览 4 董事长致辞 8 财务摘要 经营情况讨论及分析 10 客户经营分析 16 以科技引领业务变革 20 以医疗健康打造价值增长新引擎 22 主要业务经营分析 22 业绩综述 26 寿险及健康险业务 35 财产保险业务 40 保险资金投资组合 46 银行业务 54 资产管理业务 60 科技业务 66 内含价值分析 76 流动性及资本资源 82 风险管理 96 可持续发展 108 未来发展展望 公司管治 110 公司治理报告 125 股本变动及股东情况 128 董事、监事、高级管理人员和员工情况 146 董事会报告和重要事项 164 监事会报告 财务报表 166 审计报告 172 合并资产负债表 175 合并利润表 177 合并股东权益变动表 179 合并现金流量表 181 公司资产负债表 182 公司利润表 183 公司股东权益变动表 184 公司现金流量表 185 财务报表附注 347 附录：财务报表补充资料 其他信息 349 平安大事记 350 荣誉和奖项 351 公司信息 352 备查文件目录 有关前瞻性陈述之提示声明 除历史事实
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,(1,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,6,内含价值,2,(1,candidate_needs_review,"业绩概览 二零二一年年报 中国平安保险（集团）股份有限公司 2 总收入（人民币百万元） 归属于母公司股东的营运利润（人民币百万元） 基本每股营运收益（人民币元） 每股股息(1)（人民币元） 新业务价值（人民币百万元） 寿险及健康险业务内含价值（人民币百万元） (1) 每股股息指每股现金股利，包括中期股息和末期股息。 (2) 其中1.50元为待2021年年度股东大会批准的末期股息。 集团整体业务经营成果 2019Ꭱ 2020Ꭱ 2021Ꭱ 7.48 7.89 8.40 2019Ꭱ 2020Ꭱ 2021Ꭱ 2.05 2.20 2.38(2) 2019Ꭱ 2020Ꭱ 2021Ꭱ 1,168,867 1,218,315 1,180,444 2019Ꭱ 2020Ꭱ 2021Ꭱ 132,955 139,470 147,961 757,490 824,574 876,490 2019Ꭱ12ᰵ31ᬒ 2020Ꭱ12ᰵ31ᬒ 2021Ꭱ12ᰵ31ᬒ 2019Ꭱ 2020Ꭱ 2021Ꭱ 7"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,(1,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,6,寿险及健康险业务内含价值,0,(1,candidate_needs_review,"业绩概览 二零二一年年报 中国平安保险（集团）股份有限公司 2 总收入（人民币百万元） 归属于母公司股东的营运利润（人民币百万元） 基本每股营运收益（人民币元） 每股股息(1)（人民币元） 新业务价值（人民币百万元） 寿险及健康险业务内含价值（人民币百万元） (1) 每股股息指每股现金股利，包括中期股息和末期股息。 (2) 其中1.50元为待2021年年度股东大会批准的末期股息。 集团整体业务经营成果 2019Ꭱ 2020Ꭱ 2021Ꭱ 7.48 7.89 8.40 2019Ꭱ 2020Ꭱ 2021Ꭱ 2.05 2.20 2.38(2) 2019Ꭱ 2020Ꭱ 2021Ꭱ 1,168,867 1,218,315 1,180,444 2019Ꭱ 2020Ꭱ 2021Ꭱ 132,955 139,470 147,961 757,490 824,574 876,490 2019Ꭱ12ᰵ31ᬒ 2020Ꭱ12ᰵ31ᬒ 2021Ꭱ12ᰵ31ᬒ 2019Ꭱ 2020Ꭱ 2021Ꭱ 7"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,11.1,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,13,内含价值,2,11.1,candidate_needs_review,"3.00 612.54 持有多家子公司合同的个人客户数占比(%) 39.3 38.0 36.8 新增客户中来自集团互联网用户占比(%) 35.8 36.0 40.7 集团合并 归属于母公司股东的营运利润 147,961 139,470 132,955 营运ROE(%) 18.9 19.5 21.7 基本每股营运收益（人民币元） 8.40 7.89 7.48 每股股息（人民币元） 2.38 2.20 2.05 归属于母公司股东的净利润 101,618 143,099 149,407 归属于母公司股东权益 812,405 762,560 673,161 集团综合偿付能力充足率(%) 233.5 236.4 229.8 寿险及健康险业务 内含价值营运回报率(%) 11.1 14.5 25.0 内含价值 876,490 824,574 757,490 新业务价值 37,898 49,575 75,945 营运利润 97,075 93,666 88,950 赔付支出 95,604 85,400 86,086 剩余边际余额 940,733 960,183 918,416 平安寿险综合偿付能力充足率(%) 230.4 241.8 231.6 财产保险业务 净利润 16,192 16,159 22,808 未到期责任准备金 159,629 166,381 149,091 未决赔款准备金 107,499 96,537 88,712 综合成本率(%) 98.0 99.1 96.4 综合偿"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,11.1,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,13,内含价值,2,11.1,candidate_needs_review,"比(%) 39.3 38.0 36.8 新增客户中来自集团互联网用户占比(%) 35.8 36.0 40.7 集团合并 归属于母公司股东的营运利润 147,961 139,470 132,955 营运ROE(%) 18.9 19.5 21.7 基本每股营运收益（人民币元） 8.40 7.89 7.48 每股股息（人民币元） 2.38 2.20 2.05 归属于母公司股东的净利润 101,618 143,099 149,407 归属于母公司股东权益 812,405 762,560 673,161 集团综合偿付能力充足率(%) 233.5 236.4 229.8 寿险及健康险业务 内含价值营运回报率(%) 11.1 14.5 25.0 内含价值 876,490 824,574 757,490 新业务价值 37,898 49,575 75,945 营运利润 97,075 93,666 88,950 赔付支出 95,604 85,400 86,086 剩余边际余额 940,733 960,183 918,416 平安寿险综合偿付能力充足率(%) 230.4 241.8 231.6 财产保险业务 净利润 16,192 16,159 22,808 未到期责任准备金 159,629 166,381 149,091 未决赔款准备金 107,499 96,537 88,712 综合成本率(%) 98.0 99.1 96.4 综合偿付能力充足率(%) 278.4 241.4 259.2"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,876490,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,30,内含价值,2,876490,candidate_needs_review,"展；产品方面，依托集团医疗健康生态圈，通过“保险+健康管理”、“保险+高端养老”、 “保险+居家养老” 服务模式，打造差异化竞争优势。 代理人渠道高质量转型稳步推进。平安寿险实施代理人队伍分层精细化经营，推动队伍 结构持续优化。2021年，平安寿险代理人渠道人均首年保费同比增长超22%，人均产能 有效提升。 寿险及健康险业务关键指标 （人民币百万元） 2021年╱ 2021年12月31日 2020年╱ 2020年12月31日 变动(%) 新业务价值 37,898 49,575 (23.6) 新业务价值率(%) 27.8 33.3 下降5.5个 百分点 用来计算新业务价值的 首年保费 136,290 148,915 (8.5) 内含价值 876,490 824,574 6.3 内含价值营运回报率(%) 11.1 14.5 下降3.4个 百分点 营运利润 97,075 93,666 3.6 营运ROE(%) 32.3 35.0 下降2.7个 百分点 净利润 60,303 96,072 (37.2) 注： 因四舍五入，直接计算未必相等。"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,876490,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,30,内含价值,2,876490,candidate_needs_review,"健康管理”、“保险+高端养老”、 “保险+居家养老” 服务模式，打造差异化竞争优势。 代理人渠道高质量转型稳步推进。平安寿险实施代理人队伍分层精细化经营，推动队伍 结构持续优化。2021年，平安寿险代理人渠道人均首年保费同比增长超22%，人均产能 有效提升。 寿险及健康险业务关键指标 （人民币百万元） 2021年╱ 2021年12月31日 2020年╱ 2020年12月31日 变动(%) 新业务价值 37,898 49,575 (23.6) 新业务价值率(%) 27.8 33.3 下降5.5个 百分点 用来计算新业务价值的 首年保费 136,290 148,915 (8.5) 内含价值 876,490 824,574 6.3 内含价值营运回报率(%) 11.1 14.5 下降3.4个 百分点 营运利润 97,075 93,666 3.6 营运ROE(%) 32.3 35.0 下降2.7个 百分点 净利润 60,303 96,072 (37.2) 注： 因四舍五入，直接计算未必相等。"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,(5,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,35,内含价值,2,(5,candidate_needs_review,"(2)(C) 4,823 4,565 5.6 营运偏差及其他(D) 7,436 4,607 61.4 税前营运利润合计 (E=A+B+C+D) 109,314 103,926 5.2 所得税(F) (12,239) (10,260) 19.3 税后营运利润合计(G=E+F) 97,075 93,666 3.6 短期投资波动(H) (23,491) 10,308 不适用 折现率变动影响(I) (13,281) (7,902) 68.1 管理层认为不属于 日常营运收支而剔除的 一次性重大项目及其他(J) – – 不适用 净利润(K=G+H+I+J) 60,303 96,072 (37.2) 注： (1) 净资产投资收益，即净资产基于内含价值长期投资回报假设(5%)计算 的投资收益。 (2) 息差收入，即负债支持资产基于内含价值长期投资回报假设(5%)计算 的投资收益高于准备金要求回报的部分。 (3) 因四舍五入，直接计算未必相等。 营运偏差及其他同比增长61.4%，主要受2020年非经济假设调 整增提准备金较大，基数相对较低影响。2021年营运偏差及 其他为正，反映了营运经验优于假设。 截至2021年12月31日，寿险及健康险业务剩余边际余额 9,407.33亿元，较年初下降2.0%，主要由前期未缴费客户逐步 退出导致的脱退差异的负向影响带来。 （人民币百万元） 2021年 2020年 变动(%) 期初剩余边际 960,183 918,416 4.5 新业务贡"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,(5,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,35,内含价值,2,(5,candidate_needs_review,"61.4 税前营运利润合计 (E=A+B+C+D) 109,314 103,926 5.2 所得税(F) (12,239) (10,260) 19.3 税后营运利润合计(G=E+F) 97,075 93,666 3.6 短期投资波动(H) (23,491) 10,308 不适用 折现率变动影响(I) (13,281) (7,902) 68.1 管理层认为不属于 日常营运收支而剔除的 一次性重大项目及其他(J) – – 不适用 净利润(K=G+H+I+J) 60,303 96,072 (37.2) 注： (1) 净资产投资收益，即净资产基于内含价值长期投资回报假设(5%)计算 的投资收益。 (2) 息差收入，即负债支持资产基于内含价值长期投资回报假设(5%)计算 的投资收益高于准备金要求回报的部分。 (3) 因四舍五入，直接计算未必相等。 营运偏差及其他同比增长61.4%，主要受2020年非经济假设调 整增提准备金较大，基数相对较低影响。2021年营运偏差及 其他为正，反映了营运经验优于假设。 截至2021年12月31日，寿险及健康险业务剩余边际余额 9,407.33亿元，较年初下降2.0%，主要由前期未缴费客户逐步 退出导致的脱退差异的负向影响带来。 （人民币百万元） 2021年 2020年 变动(%) 期初剩余边际 960,183 918,416 4.5 新业务贡献 55,905 88,571 (36.9) 预期利息增长 36,505 36,319 0."
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,2012,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,47,内含价值,2,2012,candidate_needs_review,"9 (66.7) 公允价值变动损益 (12,320) (6,933) 77.7 投资资产减值损失 (24,888) (322) 7,629.2 总投资收益 144,086 199,636 (27.8) 净投资收益率(3)(%) 4.6 5.1 下降0.5个 百分点 总投资收益率(3)(%) 4.0 6.2 下降2.2个 百分点 注： (1) 包含存款利息收入、债权型金融资产利息收入、股权型金融资产分红收入、投资性物业租金收入以及应占联营公司和合营公司损益等。 (2) 包含证券投资差价收入。 (3) 作为分母的平均投资资产，参照Modified Dietz方法的原则计算。 本公司保险资金投资组合近10年平均投资收益率高于5%的内含价值长期投资回报假设。 2012年－2021年 平均净投资收益率(%) 5.3 平均总投资收益率(%) 5.3 平均综合投资收益率(%) 5.7"
