sector,code,company_name,report_period,field,value,unit,source_type,source_title,source_url,publish_date,visible_date,pit_status,missing_reason,original_announcement_checked,review_status,notes,source_file,page_number,matched_term,term_priority,candidate_value,extraction_confidence,evidence_snippet
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,76,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,2,内含价值,2,76,candidate_needs_review,关于我们 i 释义 ii 重要提示 1 公司概览 2 业绩概览 4 董事长致辞 8 财务摘要 经营情况讨论及分析 10 客户经营分析 16 以科技引领业务变革 20 以医疗健康打造价值增长新引擎 22 主要业务经营分析 22 业绩综述 26 寿险及健康险业务 35 财产保险业务 40 保险资金投资组合 46 银行业务 54 资产管理业务 60 科技业务 66 内含价值分析 76 流动性及资本资源 82 风险管理 96 可持续发展 108 未来发展展望 公司管治 110 公司治理报告 125 股本变动及股东情况 128 董事、监事、高级管理人员和员工情况 146 董事会报告和重要事项 164 监事会报告 财务报表 166 审计报告 172 合并资产负债表 175 合并利润表 177 合并股东权益变动表 179 合并现金流量表 181 公司资产负债表 182 公司利润表 183 公司股东权益变动表 184 公司现金流量表 185 财务报表附注 347 附录：财务报表补充资料 其他信息 349 平安大事记 350 荣誉和奖项 351 公司信息 352 备查文件目录 有关前瞻性陈述之提示声明 除历史事实
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,(1,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,6,内含价值,2,(1,candidate_needs_review,"业绩概览 二零二一年年报 中国平安保险（集团）股份有限公司 2 总收入（人民币百万元） 归属于母公司股东的营运利润（人民币百万元） 基本每股营运收益（人民币元） 每股股息(1)（人民币元） 新业务价值（人民币百万元） 寿险及健康险业务内含价值（人民币百万元） (1) 每股股息指每股现金股利，包括中期股息和末期股息。 (2) 其中1.50元为待2021年年度股东大会批准的末期股息。 集团整体业务经营成果 2019Ꭱ 2020Ꭱ 2021Ꭱ 7.48 7.89 8.40 2019Ꭱ 2020Ꭱ 2021Ꭱ 2.05 2.20 2.38(2) 2019Ꭱ 2020Ꭱ 2021Ꭱ 1,168,867 1,218,315 1,180,444 2019Ꭱ 2020Ꭱ 2021Ꭱ 132,955 139,470 147,961 757,490 824,574 876,490 2019Ꭱ12ᰵ31ᬒ 2020Ꭱ12ᰵ31ᬒ 2021Ꭱ12ᰵ31ᬒ 2019Ꭱ 2020Ꭱ 2021Ꭱ 7"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,11.1,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,13,内含价值,2,11.1,candidate_needs_review,"3.00 612.54 持有多家子公司合同的个人客户数占比(%) 39.3 38.0 36.8 新增客户中来自集团互联网用户占比(%) 35.8 36.0 40.7 集团合并 归属于母公司股东的营运利润 147,961 139,470 132,955 营运ROE(%) 18.9 19.5 21.7 基本每股营运收益（人民币元） 8.40 7.89 7.48 每股股息（人民币元） 2.38 2.20 2.05 归属于母公司股东的净利润 101,618 143,099 149,407 归属于母公司股东权益 812,405 762,560 673,161 集团综合偿付能力充足率(%) 233.5 236.4 229.8 寿险及健康险业务 内含价值营运回报率(%) 11.1 14.5 25.0 内含价值 876,490 824,574 757,490 新业务价值 37,898 49,575 75,945 营运利润 97,075 93,666 88,950 赔付支出 95,604 85,400 86,086 剩余边际余额 940,733 960,183 918,416 平安寿险综合偿付能力充足率(%) 230.4 241.8 231.6 财产保险业务 净利润 16,192 16,159 22,808 未到期责任准备金 159,629 166,381 149,091 未决赔款准备金 107,499 96,537 88,712 综合成本率(%) 98.0 99.1 96.4 综合偿"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,876490,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,30,内含价值,2,876490,candidate_needs_review,"展；产品方面，依托集团医疗健康生态圈，通过“保险+健康管理”、“保险+高端养老”、 “保险+居家养老” 服务模式，打造差异化竞争优势。 代理人渠道高质量转型稳步推进。平安寿险实施代理人队伍分层精细化经营，推动队伍 结构持续优化。2021年，平安寿险代理人渠道人均首年保费同比增长超22%，人均产能 有效提升。 寿险及健康险业务关键指标 （人民币百万元） 2021年╱ 2021年12月31日 2020年╱ 2020年12月31日 变动(%) 新业务价值 37,898 49,575 (23.6) 新业务价值率(%) 27.8 33.3 下降5.5个 百分点 用来计算新业务价值的 首年保费 136,290 148,915 (8.5) 内含价值 876,490 824,574 6.3 内含价值营运回报率(%) 11.1 14.5 下降3.4个 百分点 营运利润 97,075 93,666 3.6 营运ROE(%) 32.3 35.0 下降2.7个 百分点 净利润 60,303 96,072 (37.2) 注： 因四舍五入，直接计算未必相等。"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,embedded_value,(5,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,35,内含价值,2,(5,candidate_needs_review,"(2)(C) 4,823 4,565 5.6 营运偏差及其他(D) 7,436 4,607 61.4 税前营运利润合计 (E=A+B+C+D) 109,314 103,926 5.2 所得税(F) (12,239) (10,260) 19.3 税后营运利润合计(G=E+F) 97,075 93,666 3.6 短期投资波动(H) (23,491) 10,308 不适用 折现率变动影响(I) (13,281) (7,902) 68.1 管理层认为不属于 日常营运收支而剔除的 一次性重大项目及其他(J) – – 不适用 净利润(K=G+H+I+J) 60,303 96,072 (37.2) 注： (1) 净资产投资收益，即净资产基于内含价值长期投资回报假设(5%)计算 的投资收益。 (2) 息差收入，即负债支持资产基于内含价值长期投资回报假设(5%)计算 的投资收益高于准备金要求回报的部分。 (3) 因四舍五入，直接计算未必相等。 营运偏差及其他同比增长61.4%，主要受2020年非经济假设调 整增提准备金较大，基数相对较低影响。2021年营运偏差及 其他为正，反映了营运经验优于假设。 截至2021年12月31日，寿险及健康险业务剩余边际余额 9,407.33亿元，较年初下降2.0%，主要由前期未缴费客户逐步 退出导致的脱退差异的负向影响带来。 （人民币百万元） 2021年 2020年 变动(%) 期初剩余边际 960,183 918,416 4.5 新业务贡"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,new_business_value,2016,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,70,一年新业务价值,1,2016,candidate_needs_review,内含价值分析 二零二一年年报 中国平安保险（集团）股份有限公司 66 关于内含价值与营运利润分析披露的独立精算师审阅意见报告 致中国平安保险（集团）股份有限公司 董事 我们已经审阅了中国平安保险（集团）股份有限公司（下称“贵公司”）截至2021年12月31日的内含价值与营运利润分析结果。该 结果包括：于2021年12月31日的内含价值和扣除偿付能力成本后一年新业务价值（“新业务价值”）组成的经济价值、相关的方 法和假设、新业务首年保费、新业务价值率、内含价值变动分析、敏感性分析，以及营运利润、利源和剩余边际等相关数据。 贵公司对内含价值和新业务价值的计算是以中国精算师协会于2016年11月发布的《精算实践标准：人身保险内含价值评估标 准》 （下称“标准”）所规定的内含价值准则为基础。作为独立的精算师，我们的责任是依据我们的业务约定书中确认的审阅流程 进行审阅工作。根据我们的审阅工作，判断内含价值的方法和假设是否与标准要求和市场信息一致。 我们审阅了贵公司准备内含价值与营运利润分析时采用的方法和假设，包括： • 审阅截至2021年12月31日的内含价值和新业务价值； • 审阅内含价值的变动分析
insurance,601318.XSHG,Ping An Insurance,2021-12-31,new_business_value,37898,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,71,一年新业务价值,1,37898,candidate_needs_review,"确认在2021年年报内含价值分析章节中披露的结果与我们审阅的内容无异议。 我们的审阅报告仅限于贵公司董事会使用，使用目的仅限于业务约定书中的约定，不得用于其他目的。除经我们事先书面同意 之外，对于业务约定书中约定以外的其他第三方使用本报告或作为其他目的使用本报告，我们将不承担任何责任。 梁永华，精算师 安永（中国）企业咨询有限公司 2022年3月17日 关键指标 （人民币百万元） 2021年╱ 2021年12月31日 2020年╱ 2020年12月31日 变动(%) 寿险及健康险业务内含价值 876,490 824,574 6.3 寿险及健康险业务内含价值营运回报率(%) 11.1 14.5 下降3.4个 百分点 寿险及健康险业务一年新业务价值 37,898 49,575 (23.6) 长期投资回报假设(%) 5.0 5.0 – 风险贴现率(%) 11.0 11.0 – 注：若不考虑假设调整影响，寿险及健康险业务一年新业务价值同比下降18.6%。"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,new_business_value,45952,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,72,一年新业务价值,1,45952,candidate_needs_review,"布了《精算实践标准：人身保险内含价值评估标准》 （下称“内含价值评估标准”）的通知，正式 实施偿二代内含价值评估。本公司基于上述评估标准完成2021年内含价值评估计算予以披露。 经济价值的成份 （人民币百万元） 2021年12月31日 2020年12月31日 寿险及健康险业务调整后资产净值 350,621 298,289 有效业务价值 579,695 572,278 持有偿付能力额度的成本 (53,826) (45,994) 寿险及健康险业务内含价值 876,490 824,574 其他业务调整后资产净值 519,018 503,538 集团内含价值 1,395,509 1,328,112 （人民币百万元） 2021年 2020年 一年新业务价值 45,952 59,837 持有偿付能力额度的成本 (8,054) (10,262) 扣除持有偿付能力额度的成本后的一年新业务价值 37,898 49,575 注： 因四舍五入，直接计算未必相等。 寿险及健康险业务调整后资产净值是根据本公司相关寿险及健康险业务按内含价值评估标准计量的未经审计股东净资产值计 算，该股东净资产值是由按中国会计准则计量的经审计股东净资产值调整准备金等相关差异后得到。本公司其他业务调整后资 产净值是根据相关业务按中国会计准则计量的经审计股东净资产值计算。相关寿险及健康险业务包括平安寿险、平安养老险和 平安健康险经营的相关业务。若干资产的价值已调整至市场价值。"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,new_business_value,2021,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,74,一年新业务价值,1,2021,candidate_needs_review,"内含价值分析 二零二一年年报 中国平安保险（集团）股份有限公司 70 新业务价值 分业务组合的首年保费和一年新业务价值如下： 用来计算新业务价值的首年保费 新业务价值 （人民币百万元） 2021年 2020年 变动(%) 2021年 2020年 变动(%) 个人业务 97,202 102,808 (5.5) 37,330 48,756 (23.4) 代理人渠道 72,131 78,230 (7.8) 31,076 42,913 (27.6) 长期保障型 14,429 26,815 (46.2) 12,512 25,756 (51.4) 长交保障储蓄混合型 15,926 12,941 23.1 7,560 7,195 5.1 短交保障储蓄混合型 36,715 32,860 11.7 7,178 6,187 16.0 短期险 5,06"
insurance,601318.XSHG,Ping An Insurance,2021-12-31,new_business_value,37898,CNY million,annual_report_batch_candidate,Ping An Insurance 2021 Annual Report,https://www.pingan.cn/app_upload/images/info/upload/40ad02d7-97ba-406d-a394-df529129a73b.pdf,2022-03-18,2022-03-18,needs_original_announcement_check,manual_review_pending,false,unreviewed,"Batch extraction candidate only. Research Agent must verify row, scope, unit and source page before PIT use.",research_reports\insurance_original_annual_reports_2021_2024\pingan_2021_annual.pdf,75,一年新业务价值,1,37898,candidate_needs_review,"二零二一年年报 中国平安保险（集团）股份有限公司71 经营情况讨论及分析 内含价值变动 下表显示本公司内含价值如何由2020年12月31日（下表称为“期初”）的13,281.12亿元变化至2021年12月31日（下表称为“期 末”）的13,955.09亿元。 （人民币百万元） 2021年 说明 寿险及健康险业务期初的内含价值 1 824,574 期初内含价值的预计回报 2 70,364 其中：有效业务价值的预计回报 59,029 期 初有效业务价值和当年新业务价值的预计回报使 用保守风险贴现率11%计算 调整净资产的预计回报 11,335 新业务价值创造 3 43,760 其中：一年新业务价值 37,898 当 期销售的新业务的价值，资本要求计算基于保单 层面 新业务内部的分散效应 3,490 新 业务内部保单之间存在风险分散效应，降低资本 要求和资本成本 新业务与有效业务的风险分散效应 2,372 新 业务和有效业务之间存在风险分散效应，降低资 本要求和资本成本 营运假设及模型变动 4 (5,876) 根据实际经验调整退保率、费用率等非经济假设 营运经验差异及其他 5 (16,730) 主 要受新业务增速下滑、保单继续率波动等因素的 综合影响 寿险及健康险业务内含价值营运利润 6=2+...+5 91,518 经济假设变动 7 – 市场价值调整影响 8 7,339 期初到期末自由盈余市场价值调整的变化"
