trade_date,code,target_weight,actual_weight,amount,close
2021-05-06,600795.XSHG,0.03553571428145,0.03594911753221272,31400,2.31
2021-05-06,600168.XSHG,0.03553571428145,0.035408894490465234,10600,6.74
2021-05-06,002039.XSHE,0.03553571428145,0.03526219171949528,4900,14.52
2021-05-06,600027.XSHG,0.03553571428145,0.03559524665899464,21000,3.42
2021-05-06,601006.XSHG,0.03553571428145,0.03522353355687482,10300,6.9
2021-05-06,600011.XSHG,0.03553571428145,0.03501091366246228,16700,4.23
2021-05-06,600310.XSHG,0.03553571428145,0.03559524665899464,17100,4.2
2021-05-06,600033.XSHG,0.03553571428145,0.0357201422613069,26400,2.73
2021-05-06,601985.XSHG,0.03553571428145,0.03551148730665031,13700,5.23
2021-05-06,600017.XSHG,0.03553571428145,0.03543664906875685,26000,2.75
2021-05-06,601326.XSHG,0.03553571428145,0.035331578165224316,26600,2.68
2021-05-06,601077.XSHG,0.03553571428145,0.035425745484428006,17100,4.18
2021-05-06,601988.XSHG,0.03553571428145,0.03522254232193583,21800,3.26
2021-05-06,601288.XSHG,0.03553571428145,0.03531869211101749,22200,3.21
2021-05-06,601229.XSHG,0.03553571428145,0.03507881325578283,8600,8.23
2021-05-06,601169.XSHG,0.03553571428145,0.03520866503279002,14800,4.8
2021-05-06,600717.XSHG,0.03553571428145,0.035077326403374354,14900,4.75
2021-05-06,601328.XSHG,0.03553571428145,0.03526219171949528,14700,4.84
2021-05-06,000900.XSHE,0.03553571428145,0.0357201422613069,16800,4.29
2021-05-06,601000.XSHG,0.03553571428145,0.03599074939965014,26600,2.73
2021-05-06,601398.XSHG,0.03553571428145,0.03527210406888514,13900,5.12
2021-05-06,001872.XSHE,0.03553571428145,0.03523245467132569,4800,14.81
2021-05-06,600035.XSHG,0.03553571428145,0.035943170122578805,23700,3.06
2021-05-06,600018.XSHG,0.03553571428145,0.03540691202058727,15200,4.7
2021-05-06,600368.XSHG,0.03553571428145,0.03634858521262416,19300,3.8
2021-05-06,000755.XSHE,0.03553571428145,0.03517892798462044,21000,3.38
2021-05-06,000429.XSHE,0.03553571428145,0.034758148753020794,9700,7.23
2021-05-06,600106.XSHG,0.03553571428145,0.035324143903181913,27100,2.63
2021-07-01,600795.XSHG,0.03553571428145,0.0348214217657195,29300,2.39
2021-07-01,600027.XSHG,0.03553571428145,0.035683168290916806,20800,3.45
2021-07-01,601006.XSHG,0.03553571428145,0.03544448489097757,10800,6.6
2021-07-01,600011.XSHG,0.03553571428145,0.03558868944510753,17000,4.21
2021-07-01,600017.XSHG,0.03553571428145,0.035446971176393595,26900,2.65
2021-07-01,600033.XSHG,0.03553571428145,0.03516602092438178,27200,2.6
2021-07-01,003816.XSHE,0.03553571428145,0.035448960204726425,26700,2.67
2021-07-01,002267.XSHE,0.03553571428145,0.0355280240809563,10400,6.87
2021-07-01,601991.XSHG,0.03553571428145,0.03476722074364996,27100,2.58
2021-07-01,000543.XSHE,0.03553571428145,0.03533707736100491,18900,3.76
2021-07-01,601326.XSHG,0.03553571428145,0.03531619256351022,26700,2.66
2021-07-01,601077.XSHG,0.03553571428145,0.03542558912181571,17900,3.98
2021-07-01,601988.XSHG,0.03553571428145,0.035532002137621956,23200,3.08
2021-07-01,601328.XSHG,0.03553571428145,0.03557377173261132,14600,4.9
2021-07-01,601169.XSHG,0.03553571428145,0.03550117219846313,14600,4.89
2021-07-01,601398.XSHG,0.03553571428145,0.036094897155812,13800,5.26
2021-07-01,601229.XSHG,0.03553571428145,0.035604104414686935,8700,8.23
2021-07-01,601288.XSHG,0.03553571428145,0.03552404602429064,23500,3.04
2021-07-01,001872.XSHE,0.03553571428145,0.03468964863866971,4200,16.61
2021-07-01,601228.XSHG,0.03553571428145,0.035243095772278826,22500,3.15
2021-07-01,000900.XSHE,0.03553571428145,0.036026275678329465,17500,4.14
2021-07-01,601000.XSHG,0.03553571428145,0.03559217024468997,29700,2.41
2021-07-01,600035.XSHG,0.03553571428145,0.035385808555159166,23800,2.99
2021-07-01,600368.XSHG,0.03553571428145,0.03551161459721048,20700,3.45
2021-07-01,000429.XSHE,0.03553571428145,0.0355429417934525,9900,7.22
2021-07-01,600350.XSHG,0.03553571428145,0.03524359302936204,11600,6.11
2021-07-01,600018.XSHG,0.03553571428145,0.03550415574096238,15000,4.76
2021-07-01,000755.XSHE,0.03553571428145,0.03549421059929824,21500,3.32
2021-10-08,600969.XSHG,0.03553571428145,0.034445260568456766,10100,7.86
2021-10-08,600617.XSHG,0.03553571428145,0.035845876560130094,14700,5.62
2021-10-08,000421.XSHE,0.03553571428145,0.036212952498468266,15600,5.35
2021-10-08,601985.XSHG,0.03553571428145,0.03460059530359278,11200,7.12
2021-10-08,000543.XSHE,0.03553571428145,0.033751027115334925,17800,4.37
2021-10-08,600017.XSHG,0.03553571428145,0.03610100735415237,29400,2.83
2021-10-08,601991.XSHG,0.03553571428145,0.032802530660007205,22500,3.36
2021-10-08,000539.XSHE,0.03553571428145,0.03365209884826506,15700,4.94
2021-10-08,601077.XSHG,0.03553571428145,0.035796846322503365,21100,3.91
2021-10-08,601018.XSHG,0.03553571428145,0.03575736179485705,20500,4.02
2021-10-08,600033.XSHG,0.03553571428145,0.035864100188274545,28700,2.88
2021-10-08,000900.XSHE,0.03553571428145,0.03572872466491578,18800,4.38
2021-10-08,601006.XSHG,0.03553571428145,0.03564888781780677,13000,6.32
2021-10-08,601988.XSHG,0.03553571428145,0.0356992197431581,26800,3.07
2021-10-08,000429.XSHE,0.03553571428145,0.03488956997845475,11000,7.31
2021-10-08,600928.XSHG,0.03553571428145,0.03591356432180947,18600,4.45
2021-10-08,600035.XSHG,0.03553571428145,0.0360385263433714,25400,3.27
2021-10-08,002040.XSHE,0.03553571428145,0.03549051581131335,13300,6.15
2021-10-08,601288.XSHG,0.03553571428145,0.035575993305228974,27700,2.96
2021-10-08,603323.XSHG,0.03553571428145,0.0360363568638304,15700,5.29
2021-10-08,002807.XSHE,0.03553571428145,0.035782527757532726,21200,3.89
2021-10-08,601398.XSHG,0.03553571428145,0.03576387023348007,17500,4.71
2021-10-08,001872.XSHE,0.03553571428145,0.03542282804963397,4700,17.37
2021-10-08,601333.XSHG,0.03553571428145,0.03598428935484626,34700,2.39
2021-10-08,600368.XSHG,0.03553571428145,0.03593525911721953,20200,4.1
2021-10-08,601326.XSHG,0.03553571428145,0.03628584701104606,27600,3.03
2021-10-08,600106.XSHG,0.03553571428145,0.03605674997151585,30000,2.77
2021-10-08,600377.XSHG,0.03553571428145,0.035711802724495936,9300,8.85
2022-01-04,000421.XSHE,0.03553571428145,0.03534780912568794,16800,5.0
2022-01-04,003816.XSHE,0.03553571428145,0.035015371397005876,26500,3.14
2022-01-04,600017.XSHG,0.03553571428145,0.03586918931029184,29700,2.87
2022-01-04,600969.XSHG,0.03553571428145,0.035194635286143285,10300,8.12
2022-01-04,000900.XSHE,0.03553571428145,0.035300678713520356,19600,4.28
2022-01-04,600617.XSHG,0.03553571428145,0.03548078421716077,19700,4.28
2022-01-04,601077.XSHG,0.03553571428145,0.035176119767077456,21600,3.87
2022-01-04,601368.XSHG,0.03553571428145,0.036031200102117904,15400,5.56
2022-01-04,601985.XSHG,0.03553571428145,0.034337871722096854,10000,8.16
2022-01-04,002893.XSHE,0.03553571428145,0.03592599828924384,9300,9.18
2022-01-04,601006.XSHG,0.03553571428145,0.03533939298065802,13000,6.46
2022-01-04,601008.XSHG,0.03553571428145,0.035646582274250306,21500,3.94
2022-01-04,601288.XSHG,0.03553571428145,0.03513572227093381,28400,2.94
2022-01-04,600928.XSHG,0.03553571428145,0.03543028734698121,19400,4.34
2022-01-04,601988.XSHG,0.03553571428145,0.035139088728945785,27200,3.07
2022-01-04,601398.XSHG,0.03553571428145,0.03517654057432895,17900,4.67
2022-01-04,601229.XSHG,0.03553571428145,0.034999380721449015,11600,7.17
2022-01-04,600033.XSHG,0.03553571428145,0.035748417629112406,29600,2.87
2022-01-04,002807.XSHE,0.03553571428145,0.03526701413340065,21600,3.88
2022-01-04,600717.XSHG,0.03553571428145,0.03505324404964054,19600,4.25
2022-01-04,000429.XSHE,0.03553571428145,0.03518790237011935,11300,7.4
2022-01-04,600368.XSHG,0.03553571428145,0.035968920628896464,20400,4.19
2022-01-04,002040.XSHE,0.03553571428145,0.03541177182791538,13400,6.28
2022-01-04,600035.XSHG,0.03553571428145,0.03588307594959121,26400,3.23
2022-01-04,601018.XSHG,0.03553571428145,0.03553128108734032,20900,4.04
2022-01-04,601880.XSHG,0.03553571428145,0.035900749854154056,48200,1.77
2022-01-04,000755.XSHE,0.03553571428145,0.03564574065974731,18100,4.68
2022-01-04,600377.XSHG,0.03553571428145,0.035307411629544296,9600,8.74
2022-04-01,000421.XSHE,0.03553571428145,0.03516539463036929,16800,5.06
2022-04-01,600681.XSHG,0.03553571428145,0.03499537560635882,16300,5.19
2022-04-01,601006.XSHG,0.03553571428145,0.03500654473932301,12300,6.88
2022-04-01,600795.XSHG,0.03553571428145,0.03526467581227321,33300,2.56
2022-04-01,002267.XSHE,0.03553571428145,0.03503301972116406,13400,6.32
2022-04-01,003816.XSHE,0.03553571428145,0.03513726496216318,31000,2.74
2022-04-01,601077.XSHG,0.03553571428145,0.03559726777165135,21300,4.04
2022-04-01,600886.XSHG,0.03553571428145,0.034922155734704675,9000,9.38
2022-04-01,601985.XSHG,0.03553571428145,0.03470497814928985,10500,7.99
