trade_date,code,side,amount,price,value,commission,target_amount,reason
2021-05-06,000429.XSHE,buy,4800,7.31,35088.0,10.526399999999999,4800,
2021-05-06,000755.XSHE,buy,10500,3.37,35385.0,10.615499999999999,10500,
2021-05-06,000900.XSHE,buy,8400,4.23,35532.0,10.6596,8400,
2021-05-06,001872.XSHE,buy,2400,14.71,35304.0,10.591199999999999,2400,
2021-05-06,002039.XSHE,buy,2400,14.31,34344.0,10.303199999999999,2400,
2021-05-06,600011.XSHG,buy,8300,4.25,35275.0,10.5825,8300,
2021-05-06,600017.XSHG,buy,13000,2.73,35490.0,10.646999999999998,13000,
2021-05-06,600018.XSHG,buy,7600,4.65,35340.0,10.601999999999999,7600,
2021-05-06,600027.XSHG,buy,10500,3.38,35490.0,10.646999999999998,10500,
2021-05-06,600033.XSHG,buy,13200,2.69,35508.0,10.652399999999998,13200,
2021-05-06,600035.XSHG,buy,11800,2.99,35282.0,10.584599999999998,11800,
2021-05-06,600106.XSHG,buy,13500,2.62,35370.0,10.610999999999999,13500,
2021-05-06,600168.XSHG,buy,5300,6.65,35245.0,10.5735,5300,
2021-05-06,600310.XSHG,buy,8500,4.14,35190.0,10.556999999999999,8500,
2021-05-06,600368.XSHG,buy,9600,3.68,35328.0,10.5984,9600,
2021-05-06,600717.XSHG,buy,7400,4.74,35076.0,10.522799999999998,7400,
2021-05-06,600795.XSHG,buy,15700,2.26,35482.0,10.644599999999999,15700,
2021-05-06,601000.XSHG,buy,13300,2.67,35511.0,10.6533,13300,
2021-05-06,601006.XSHG,buy,5100,6.86,34986.0,10.4958,5100,
2021-05-06,601077.XSHG,buy,8500,4.14,35190.0,10.556999999999999,8500,
2021-05-06,601169.XSHG,buy,7400,4.77,35298.0,10.5894,7400,
2021-05-06,601229.XSHG,buy,4300,8.17,35131.0,10.539299999999999,4300,
2021-05-06,601288.XSHG,buy,11100,3.2,35520.0,10.655999999999999,11100,
2021-05-06,601326.XSHG,buy,13300,2.67,35511.0,10.6533,13300,
2021-05-06,601328.XSHG,buy,7300,4.81,35113.0,10.5339,7300,
2021-05-06,601398.XSHG,buy,6900,5.11,35259.0,10.577699999999998,6900,
2021-05-06,601985.XSHG,buy,6800,5.17,35156.0,10.5468,6800,
2021-05-06,601988.XSHG,buy,10900,3.26,35534.0,10.6602,10900,
2021-05-07,000429.XSHE,buy,5000,7.23,36150.0,10.844999999999999,9800,
2021-05-07,000755.XSHE,buy,10400,3.4,35360.0,10.607999999999999,20900,
2021-05-07,000900.XSHE,buy,8200,4.29,35178.0,10.5534,16600,
2021-05-07,001872.XSHE,buy,2400,14.7,35280.0,10.584,4800,
2021-05-07,002039.XSHE,buy,2400,14.57,34968.0,10.4904,4800,
