year,trade_date,strategy_return,benchmark_return,excess_return,strategy_nav,benchmark_nav,cash_weight,selected_codes,dividend_cash
2021,2021-10-29,-0.06325097316175698,-0.0326488334153352,-0.030602139746421786,0.9031158384000005,0.8442994946344463,0.007707580914904653,,0.0
2021,2021-07-26,-0.05389725324474981,-0.04679919154197976,-0.007098061702770053,0.9130707867500003,0.8676511802410208,0.015652441144098347,,0.0
2021,2021-07-02,-0.036893619314384285,-0.03040712708329385,-0.006486492231090435,0.95952688675,0.9288239176227027,0.00971873417907635,,0.0
2021,2021-07-27,-0.030440137175925308,-0.03143055114172133,0.000990413965796022,0.8852767867500002,0.8403804254472805,0.01614386253418832,,0.0
2021,2021-09-14,-0.02917557999953191,-0.025310521434044442,-0.003865058565487467,0.9366480867500004,0.8740157124388638,0.023747004947373265,,0.0
2021,2021-07-14,-0.02889200741639586,-0.02256904182723385,-0.006322965589162011,0.9296813867500001,0.8954327249057525,0.01003073405890144,,0.0
2021,2021-08-19,-0.027749829426007455,-0.028353759181315552,0.0006039297553080969,0.9050390867500003,0.8515047960004704,0.02457638247412407,,0.0
2021,2021-07-08,-0.02616538056580353,-0.021885012417198646,-0.004280368148604885,0.96520438675,0.9204297867339282,0.0096615668950698,,0.0
2021,2021-09-30,-0.025037155780585407,-0.014887538090233576,-0.010149617690351831,0.9078425867500005,0.8431829893412168,0.024500488382712404,,0.0
2021,2021-09-22,-0.023226344367140772,-0.011573659656476054,-0.011652684710664718,0.9019230867500005,0.8485259417970766,0.02466128994452193,,0.0
2022,2022-03-15,-0.07146082885398208,-0.06242944300845765,-0.009031385845524431,0.7302448384000003,0.6870033359550866,0.009763627245379452,,0.0
2022,2022-04-25,-0.06892658149816056,-0.054324250205679325,-0.01460233129248123,0.7308809290000001,0.6858506685470964,0.009987849881358654,,0.0
2022,2022-10-24,-0.04736066947155371,-0.03959099138640476,-0.0077696780851489455,0.7045629743499998,0.6330313796750832,0.009005546105873029,,0.0
2022,2022-04-26,-0.04281135101282685,-0.02883449330380683,-0.013976857709020019,0.6995909290000002,0.6660745120374637,0.010434567827279466,,0.0
2022,2022-12-12,-0.038901271333173004,-0.030162548460927696,-0.008738722872245308,0.8655164743500002,0.7508430293003527,0.0073308533552351104,,0.0
2022,2022-06-16,-0.03699782952790609,-0.02858638491437926,-0.00841144461352683,0.7686249289999999,0.729783117716724,0.009497387769477294,,0.0
2022,2022-03-08,-0.03513408245290284,-0.028086711737695835,-0.007047370715207002,0.8234323384000004,0.7616057787059387,0.008658681554642177,,0.0
2022,2022-03-09,-0.030845278738205084,-0.018363434567651993,-0.012481844170553091,0.7980333384000003,0.7476200808223266,0.008934261335866962,,0.0
2022,2022-01-14,-0.02957366937543693,-0.02235538510706292,-0.007218284268374009,0.8877298384000007,0.8296628786851461,0.00803154078142785,,0.0
2022,2022-05-06,-0.029437131283312934,-0.023600029086870644,-0.00583710219644229,0.6899119290000003,0.6676475640295443,0.010580957790628306,,0.0
2026,2026-03-23,-0.04915072008648835,-0.04235286502567859,-0.006797855060809765,1.477054522149996,1.0633423738620207,0.007719093627907457,,0.0
2026,2026-03-26,-0.03990377376046228,-0.02974657499824407,-0.010157198762218211,1.439960022149996,1.0533314348223055,0.00791794353636039,,0.0
2026,2026-03-04,-0.03707861521786138,-0.02347052143633055,-0.013608093781530828,1.5941125221499952,1.1244339272960653,0.00715226936089968,,0.0
2026,2026-04-09,-0.030122573393883134,-0.02155811926090212,-0.008564454132981014,1.4260681031499958,1.062249554753959,0.007780556290047584,,0.0
2026,2026-05-13,-0.02858227080864939,-0.024044658685972053,-0.004537612122677337,1.4102281031499955,1.0416604739045108,0.007867949252476192,,0.0
2026,2026-02-02,-0.027107907555004584,-0.017131653530684243,-0.009976254024320341,1.7943905221499945,1.2238528473145083,0.006353980367851531,,0.0
2026,2026-02-26,-0.02492606828501598,-0.021793967663778724,-0.003132100621237255,1.663285522149995,1.158133356838705,0.0068548195713638484,,0.0
2026,2026-03-19,-0.023904202587500367,-0.017029617877520997,-0.00687458470997937,1.5810380221499958,1.1264387097357422,0.00721141553224344,,0.0
2026,2026-01-22,-0.021360677438477027,-0.01659968118921018,-0.004760996249266847,1.737075522149995,1.1984702521403425,0.006563630656592381,,0.0
2026,2026-01-23,-0.02117351809464041,-0.016926462280522192,-0.004247055814118217,1.7002955221499951,1.178184390623161,0.006705612054769686,,0.0
