trade_date,code,sector_id,strategy_id,selected_rank,selected_count,target_weight,score,used_factors,basket_scoring_scope,basket_scoring_sector,dividend_yield,dividend_yield_decimal,cash_generation_yield,cash_generation_yield_source,free_cash_flow_yield,operating_cash_flow_yield,volatility_120d,low_vol_score,business_purity_gate
2026-07-01,600795.XSHG,utilities_electricity,utilities_demand_state_v51f,1,28,0.03571428571,1.388294008,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,4.5064,0.045064,0.1065241817,operating_cash_flow_yield,,0.1065241817,0.2690610493,-0.2081184249,
2026-07-01,600027.XSHG,utilities_electricity,utilities_demand_state_v51f,2,28,0.03571428571,1.313923907,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,5.0218,0.050218,0.1061060966,operating_cash_flow_yield,,0.1061060966,0.2913625789,-0.2517434787,
2026-07-01,600886.XSHG,utilities_electricity,utilities_demand_state_v51f,3,28,0.03571428571,1.288171262,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,3.4093,0.034093,0.06417898248,operating_cash_flow_yield,,0.06417898248,0.208524756,-0.1547968426,
2026-07-01,000543.XSHE,utilities_electricity,utilities_demand_state_v51f,4,28,0.03571428571,1.239859989,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,0,0.0,0.09757296878,operating_cash_flow_yield,,0.09757296878,0.3718527037,-0.2798362373,
2026-07-01,600011.XSHG,utilities_electricity,utilities_demand_state_v51f,5,28,0.03571428571,1.154841989,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,3.5573,0.035573,0.1043803941,operating_cash_flow_yield,,0.1043803941,0.365662545,-0.291139586,
2026-07-01,600642.XSHG,utilities_electricity,utilities_demand_state_v51f,6,28,0.03571428571,1.002218229,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,4.9724,0.049724000000000004,0.05376627923,operating_cash_flow_yield,,0.05376627923,0.2700613005,-0.2235212448,
2026-07-01,000828.XSHE,highway_infrastructure,highway_dividend_reviewed_operating_v54h_repaired_2021,7,28,0.03571428571,0.9879662194,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,highway_infrastructure,4.8919,0.048919,0.079507776,operating_cash_flow_yield,0.04093978313,0.079507776,0.2169068393,-0.1778760606,
2026-07-01,600035.XSHG,highway_infrastructure,highway_dividend_reviewed_operating_v54h_repaired_2021,8,28,0.03571428571,0.9480365602,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,highway_infrastructure,4.7059,0.047059,0.07685559983,operating_cash_flow_yield,-0.1825135645,0.07685559983,0.1809997617,-0.1743967944,
2026-07-01,601985.XSHG,utilities_electricity,utilities_demand_state_v51f,9,28,0.03571428571,0.9453382675,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,utilities_electricity,2.0351,0.020350999999999998,0.04471952583,operating_cash_flow_yield,,0.04471952583,0.1787334041,-0.1298544724,
2026-07-01,600018.XSHG,port_rail_infrastructure,port_rail_cashflow_value_operating_diagnostic_v55j_reviewed_business_sources,10,28,0.03571428571,0.7851142026,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,port_rail_infrastructure,4.0542,0.040541999999999995,0.02979779966,operating_cash_flow_yield,0.02112129173,0.02979779966,0.1660293406,-0.1342069045,
2026-07-01,600548.XSHG,highway_infrastructure,highway_dividend_reviewed_operating_v54h_repaired_2021,11,28,0.03571428571,0.7448905948,low_price_to_book;volatility_120d;max_drawdown_120d;non_performing_loan_ratio;provision_coverage_ratio;core_tier_1_capital_adequacy_ratio;operating_cash_flow_yield;capex_burden,sector_adaptive,highway_infrastructure,2.9362,0.029362,0.04875455816,operating_cash_flow_yield,0.02402748493,0.04875455816,0.1831410082,-0.156625452,
